stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
06:106,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06106 nSW.JPG,/pub/fotos/stations/thumbs/06106 nSW.JPG,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung,1.0,HMW,2,EPSG:31287,15.086667,445,47.06333,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
06:164,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06164 nN.JPG,/pub/fotos/stations/thumbs/06164 nN.JPG,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung,4.0,HMW,2,EPSG:31287,15.416603,358,47.055611,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06164 nO.JPG,/pub/fotos/stations/06164 nO.JPG,/pub/fotos/stations/06164 nS.JPG,/pub/fotos/stations/thumbs/06164 nS.JPG,/pub/fotos/stations/06164 nW.JPG,/pub/fotos/stations/thumbs/06164 nW.JPG,,,,,,,,,,
06:170,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,6.0,HMW,2,EPSG:31287,15.43308,345,47.04172,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/06170 nW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,,,,,,
06:172,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06172 nN.JPG,/pub/fotos/stations/thumbs/06172 nN.JPG,1,Graz Mitte Gries,Platz der Freiwilligen Schützen,Amt der Steiermärkischen Landesregierung,4.0,HMW,2,EPSG:31287,15.431945,366,47.06924,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06172 nSO.JPG,/pub/fotos/stations/06172 nSO.JPG,/pub/fotos/stations/06172 nSW.JPG,/pub/fotos/stations/thumbs/06172 nSW.JPG,/pub/fotos/stations/06172 nW.JPG,/pub/fotos/stations/thumbs/06172 nW.JPG,,,,,,,,,,
06:179,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06179 nN.JPG,/pub/fotos/stations/thumbs/06179 nN.JPG,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung,7.0,HMW,2,EPSG:31287,15.971852,349,47.28286,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06179 nNO.JPG,/pub/fotos/stations/06179 nNO.JPG,/pub/fotos/stations/06179 nNW.JPG,/pub/fotos/stations/thumbs/06179 nNW.JPG,/pub/fotos/stations/06179 nO.JPG,/pub/fotos/stations/thumbs/06179 nO.JPG,/pub/fotos/stations/thumbs/06179 nSO.JPG,/pub/fotos/stations/06179 nSO.JPG,/pub/fotos/stations/06179 nSW.JPG,/pub/fotos/stations/thumbs/06179 nSW.JPG,/pub/fotos/stations/thumbs/06179 nW.JPG,/pub/fotos/stations/06179 nW.JPG,,,,
07:2910,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072910 nN.JPG,/pub/fotos/stations/thumbs/072910 nN.JPG,1,Lienz Amlacherkreuzung,Amlacher Kreuzung,Amt der Tiroler Landesregierung,4.0,HMW,2,EPSG:31287,12.765622,675,46.827732,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072910 nO.JPG,/pub/fotos/stations/072910 nO.JPG,/pub/fotos/stations/072910 nS.JPG,/pub/fotos/stations/thumbs/072910 nS.JPG,/pub/fotos/stations/072910 nW.JPG,/pub/fotos/stations/thumbs/072910 nW.JPG,,,,,,,,,,
08:0709,Stickstoffmonoxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/080709 nN.JPG,/pub/fotos/stations/thumbs/080709 nN.JPG,1,Höchst Gemeindeamt,"Gemeindeamt, Hauptstraße 15",Umweltinstitut des Landes Vorarlberg,2.0,HMW,2,EPSG:31287,9.640553333333333,405,47.45968777777778,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/080709 nNO.JPG,/pub/fotos/stations/080709 nNO.JPG,,,,,,,,,,,,,,
09:AKC,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09AKC nNO.JPG,/pub/fotos/stations/thumbs/09AKC nNO.JPG,1,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,2,EPSG:31287,16.349818,184,48.21911,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09AKC nO.JPG,/pub/fotos/stations/09AKC nO.JPG,/pub/fotos/stations/09AKC nS.JPG,/pub/fotos/stations/thumbs/09AKC nS.JPG,/pub/fotos/stations/09AKC nSO.JPG,/pub/fotos/stations/thumbs/09AKC nSO.JPG,/pub/fotos/stations/thumbs/09AKC nSW.JPG,/pub/fotos/stations/09AKC nSW.JPG,/pub/fotos/stations/09AKC nW.JPG,/pub/fotos/stations/thumbs/09AKC nW.JPG,,,,,,
09:GAUD,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09GAUD nN.JPG,/pub/fotos/stations/thumbs/09GAUD nN.JPG,1,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",Gemeinde Wien - MA22 Umweltschutz,8.0,HMW,2,EPSG:31287,16.3393311111111,179,48.1871469444444,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09GAUD nNW.JPG,/pub/fotos/stations/09GAUD nNW.JPG,/pub/fotos/stations/09GAUD nO.JPG,/pub/fotos/stations/thumbs/09GAUD nO.JPG,/pub/fotos/stations/09GAUD nS.JPG,/pub/fotos/stations/thumbs/09GAUD nS.JPG,/pub/fotos/stations/thumbs/09GAUD nSO.JPG,/pub/fotos/stations/09GAUD nSO.JPG,/pub/fotos/stations/09GAUD nSSW.JPG,/pub/fotos/stations/thumbs/09GAUD nSSW.JPG,/pub/fotos/stations/thumbs/09GAUD nSW.JPG,/pub/fotos/stations/09GAUD nSW.JPG,/pub/fotos/stations/thumbs/09GAUD nW.JPG,/pub/fotos/stations/09GAUD nW.JPG,,
09:STAD,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09STAD nN.JPG,/pub/fotos/stations/thumbs/09STAD nN.JPG,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,2,EPSG:31287,16.458345,159,48.226360833333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09STAD nNW.JPG,/pub/fotos/stations/09STAD nNW.JPG,/pub/fotos/stations/09STAD nO.JPG,/pub/fotos/stations/thumbs/09STAD nO.JPG,/pub/fotos/stations/09STAD nW.JPG,/pub/fotos/stations/thumbs/09STAD nW.JPG,,,,,,,,,,
09:TAB,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09TAB nN.JPG,/pub/fotos/stations/thumbs/09TAB nN.JPG,1,Taborstraße,Ecke Taborstraße - Glockengasse,Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,2,EPSG:31287,16.3809180555556,162,48.2167394444444,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09TAB nNO.JPG,/pub/fotos/stations/09TAB nNO.JPG,/pub/fotos/stations/09TAB nNW.JPG,/pub/fotos/stations/thumbs/09TAB nNW.JPG,/pub/fotos/stations/09TAB nO.jpg,/pub/fotos/stations/thumbs/09TAB nO.jpg,/pub/fotos/stations/thumbs/09TAB nS.JPG,/pub/fotos/stations/09TAB nS.JPG,/pub/fotos/stations/09TAB nSO.JPG,/pub/fotos/stations/thumbs/09TAB nSO.JPG,,,,,,
10:ENK1,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ENK1 nN.JPG,/pub/fotos/stations/thumbs/10ENK1 nN.JPG,1,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt,4.0,HMW,2,EPSG:31287,13.67085,525,48.39167,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nSO.JPG,/pub/fotos/stations/thumbs/10ENK1 nSO.JPG,/pub/fotos/stations/10ENK1 nW.JPG,/pub/fotos/stations/thumbs/10ENK1 nW.JPG,,,,,,,,,,
03:1413,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031413 nN.jpg,/pub/fotos/stations/thumbs/031413 nN.jpg,1,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,Amt der Niederösterreichischen Landesregierung,2.0,HMW,3,EPSG:31287,16.329,210,48.0843,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031413 nO.jpg,/pub/fotos/stations/031413 nO.jpg,,,,,,,,,,,,,,
03:2302,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,,,1,St. Pölten Europaplatz,Europaplatz,Amt der Niederösterreichischen Landesregierung,,HMW,3,EPSG:31287,15.6204,271,48.2013,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
03:2702,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032702 nN.jpg,/pub/fotos/stations/thumbs/032702 nN.jpg,1,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",Amt der Niederösterreichischen Landesregierung,2.0,HMW,3,EPSG:31287,16.51111,159,48.145,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032702 nSO.jpg,/pub/fotos/stations/032702 nSO.jpg,,,,,,,,,,,,,,
05:2000,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052000 nNO.jpg,/pub/fotos/stations/thumbs/052000 nNO.jpg,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung,4.0,HMW,3,EPSG:31287,13.09995,440,47.68259,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/052000 nNW.jpg,/pub/fotos/stations/052000 nNW.jpg,/pub/fotos/stations/052000 nO.jpg,/pub/fotos/stations/thumbs/052000 nO.jpg,/pub/fotos/stations/052000 nSW.jpg,/pub/fotos/stations/thumbs/052000 nSW.jpg,,,,,,,,,,
08:2801,Stickstoffmonoxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/082801 nN.JPG,/pub/fotos/stations/thumbs/082801 nN.JPG,1,Wald am Arlberg S16,"Außerwald, Arlbergstraße",Umweltinstitut des Landes Vorarlberg,4.0,HMW,3,EPSG:31287,10.034324,940,47.128863,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/082801 nO.jpg,/pub/fotos/stations/082801 nO.jpg,/pub/fotos/stations/082801 nS.JPG,/pub/fotos/stations/thumbs/082801 nS.JPG,/pub/fotos/stations/082801 nW.JPG,/pub/fotos/stations/thumbs/082801 nW.JPG,,,,,,,,,,
03:1902,Stickstoffmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031902 nN.jpg,/pub/fotos/stations/thumbs/031902 nN.jpg,1,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung,2.0,HMW,4,EPSG:31287,15.90706,200,48.34509,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031902 nW.jpg,/pub/fotos/stations/031902 nW.jpg,,,,,,,,,,,,,,
05:1000,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051000 nN.jpg,/pub/fotos/stations/thumbs/051000 nN.jpg,1,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),Amt der Salzburger Landesregierung,5.0,HMW,5,EPSG:31287,13.05329,425,47.7974,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/051000 nNO.jpg,/pub/fotos/stations/051000 nNO.jpg,/pub/fotos/stations/051000 nO.jpg,/pub/fotos/stations/thumbs/051000 nO.jpg,/pub/fotos/stations/051000 nSO.jpg,/pub/fotos/stations/thumbs/051000 nSO.jpg,/pub/fotos/stations/thumbs/051000 nW.jpg,/pub/fotos/stations/051000 nW.jpg,,,,,,,,
05:2300,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052300 nN.jpg,/pub/fotos/stations/thumbs/052300 nN.jpg,1,Hallein A10 Tauernautobahn,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",Amt der Salzburger Landesregierung,4.0,HMW,5,EPSG:31287,13.10815,445,47.69135,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/052300 nNO.jpg,/pub/fotos/stations/052300 nNO.jpg,/pub/fotos/stations/052300 nNW.jpg,/pub/fotos/stations/thumbs/052300 nNW.jpg,/pub/fotos/stations/052300 nSW.jpg,/pub/fotos/stations/thumbs/052300 nSW.jpg,,,,,,,,,,
07:2821,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072821 nN.JPG,/pub/fotos/stations/thumbs/072821 nN.JPG,1,"Vomp A12 Inntalautobahn, Raststätte","A12, 100 m östl. der Autobahnraststätte",Amt der Tiroler Landesregierung,4.0,HMW,5,EPSG:31287,11.692028,557,47.348774,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072821 nNW.JPG,/pub/fotos/stations/072821 nNW.JPG,/pub/fotos/stations/072821 nO.JPG,/pub/fotos/stations/thumbs/072821 nO.JPG,/pub/fotos/stations/072821 nSO.JPG,/pub/fotos/stations/thumbs/072821 nSO.JPG,,,,,,,,,,
07:2315,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072315 nN.JPG,/pub/fotos/stations/thumbs/072315 nN.JPG,1,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",Amt der Tiroler Landesregierung,5.0,HMW,6,EPSG:31287,10.7357167,719,47.2169472,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/072315 nNW.JPG,/pub/fotos/stations/072315 nNW.JPG,/pub/fotos/stations/072315 nO.JPG,/pub/fotos/stations/thumbs/072315 nO.JPG,/pub/fotos/stations/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nS.JPG,/pub/fotos/stations/thumbs/072315 nW.jpg,/pub/fotos/stations/072315 nW.jpg,,,,,,,,
09:LOB,Stickstoffmonoxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09LOB nNW.JPG,/pub/fotos/stations/thumbs/09LOB nNW.JPG,1,Lobau,Lobau Grundwasserwerk,Gemeinde Wien - MA22 Umweltschutz,2.0,HMW,6,EPSG:31287,16.5256138888889,155,48.1620694444444,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09LOB nW.JPG,/pub/fotos/stations/09LOB nW.JPG,,,,,,,,,,,,,,
01:0002,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/010002 nN.JPG,/pub/fotos/stations/thumbs/010002 nN.JPG,1,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",Amt der Burgenländischen Landesregierung,5.0,HMW,7,EPSG:31287,16.207863,344,47.339926,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/010002 nNW.JPG,/pub/fotos/stations/010002 nNW.JPG,/pub/fotos/stations/010002 nO.JPG,/pub/fotos/stations/thumbs/010002 nO.JPG,/pub/fotos/stations/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nS.JPG,/pub/fotos/stations/thumbs/010002 nW.JPG,/pub/fotos/stations/010002 nW.JPG,,,,,,,,
04:S217,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S217 nNO.jpg,/pub/fotos/stations/thumbs/04S217 nNO.jpg,1,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",Amt der Oberösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,14.436944444444444,255,48.20944444444445,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S217 nO.jpg,/pub/fotos/stations/04S217 nO.jpg,/pub/fotos/stations/04S217 nSW.jpg,/pub/fotos/stations/thumbs/04S217 nSW.jpg,/pub/fotos/stations/04S217 nW.jpg,/pub/fotos/stations/thumbs/04S217 nW.jpg,,,,,,,,,,
05:6072,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/056072 nN.jpg,/pub/fotos/stations/thumbs/056072 nN.jpg,1,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",Amt der Salzburger Landesregierung,4.0,HMW,7,EPSG:31287,12.795124,775,47.32664,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/056072 nO.jpg,/pub/fotos/stations/056072 nO.jpg,/pub/fotos/stations/056072 nS.jpg,/pub/fotos/stations/thumbs/056072 nS.jpg,/pub/fotos/stations/056072 nW.jpg,/pub/fotos/stations/thumbs/056072 nW.jpg,,,,,,,,,,
08:0710,Stickstoffmonoxid,5 Aug 2022 20:00:00 GMT+0100,/pub/fotos/stations/080710 nNW.jpg,/pub/fotos/stations/thumbs/080710 nNW.jpg,1,Lustenau Zollamt,"Zollamt, Reichsstraße 28",Umweltinstitut des Landes Vorarlberg,3.0,HMW,10,EPSG:31287,9.650482222222223,410,47.43249083333333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/080710 nSO.jpg,/pub/fotos/stations/080710 nSO.jpg,/pub/fotos/stations/080710 nW.jpg,/pub/fotos/stations/thumbs/080710 nW.jpg,,,,,,,,,,,,
07:2115,Stickstoffmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/072115 nS.jpg,/pub/fotos/stations/thumbs/072115 nS.jpg,1,Vill Zenzenhof A13,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",Amt der Tiroler Landesregierung,1.0,HMW,16,EPSG:31287,11.392064,732,47.225578,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
10:ILL1,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ILL1 nN.jpg,/pub/fotos/stations/thumbs/10ILL1 nN.jpg,1,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt,9.0,HMW,0.0,EPSG:31287,16.76639,117,47.77028,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ILL1 nNO.JPG,/pub/fotos/stations/10ILL1 nNO.JPG,/pub/fotos/stations/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/thumbs/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nO.jpg,/pub/fotos/stations/10ILL1 nO.jpg,/pub/fotos/stations/10ILL1 nS.jpg,/pub/fotos/stations/thumbs/10ILL1 nS.jpg,/pub/fotos/stations/thumbs/10ILL1 nSO.jpg,/pub/fotos/stations/10ILL1 nSO.jpg,/pub/fotos/stations/thumbs/10ILL1 nSW.jpg,/pub/fotos/stations/10ILL1 nSW.jpg,/pub/fotos/stations/thumbs/10ILL1 nW.jpg,/pub/fotos/stations/10ILL1 nW.jpg
01:0004,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,HMW,0.1,EPSG:31287,16.32875,254,47.77907,mg/m³,NOCLASS,,,,,,,,,,,,,,,,
01:0012,Kohlenmonoxid,5 Aug 2022 08:00:00 GMT+0100,,,1,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,Amt der Burgenländischen Landesregierung,,HMW,0.1,EPSG:31287,,,,mg/m³,NOCLASS,,,,,,,,,,,,,,,,
02:KA21,Kohlenmonoxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02KA21 nN.jpg,/pub/fotos/stations/thumbs/02KA21 nN.jpg,1,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung,6.0,HMW,0.1,EPSG:31287,14.31806,445,46.62556,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/02KA21 nNW.JPG,/pub/fotos/stations/02KA21 nNW.JPG,/pub/fotos/stations/02KA21 nO.jpg,/pub/fotos/stations/thumbs/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nW.jpg,/pub/fotos/stations/thumbs/02KA21 nW.jpg,,,,,,
04:S431,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S431 nNW.jpg,/pub/fotos/stations/thumbs/04S431 nNW.jpg,1,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung,4.0,HMW,0.1,EPSG:31287,14.28217,262,48.30299,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S431 nO.JPG,/pub/fotos/stations/04S431 nO.JPG,/pub/fotos/stations/04S431 nS.JPG,/pub/fotos/stations/thumbs/04S431 nS.JPG,/pub/fotos/stations/04S431 nW.jpg,/pub/fotos/stations/thumbs/04S431 nW.jpg,,,,,,,,,,
05:2000,Kohlenmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052000 nNO.jpg,/pub/fotos/stations/thumbs/052000 nNO.jpg,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung,4.0,HMW,0.1,EPSG:31287,13.09995,440,47.68259,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/052000 nNW.jpg,/pub/fotos/stations/052000 nNW.jpg,/pub/fotos/stations/052000 nO.jpg,/pub/fotos/stations/thumbs/052000 nO.jpg,/pub/fotos/stations/052000 nSW.jpg,/pub/fotos/stations/thumbs/052000 nSW.jpg,,,,,,,,,,
05:5032,Kohlenmonoxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/055032 nO.jpg,/pub/fotos/stations/thumbs/055032 nO.jpg,1,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,Amt der Salzburger Landesregierung,3.0,HMW,0.1,EPSG:31287,13.80804,1025,47.12566,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/055032 nSW.JPG,/pub/fotos/stations/055032 nSW.JPG,/pub/fotos/stations/055032 nW.jpg,/pub/fotos/stations/thumbs/055032 nW.jpg,,,,,,,,,,,,
10:SON1,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10SON1 nN.jpg,/pub/fotos/stations/thumbs/10SON1 nN.jpg,1,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt,5.0,HMW,0.1,EPSG:31287,12.9583,3106,47.0541667,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/10SON1 nS.jpg,/pub/fotos/stations/10SON1 nS.jpg,/pub/fotos/stations/10SON1 nSO.jpg,/pub/fotos/stations/thumbs/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nW sehr weitwinkelig.jpg,/pub/fotos/stations/10SON1 nW sehr weitwinkelig.jpg,,,,,,,,
10:VOR1,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10VOR1 nN.jpg,/pub/fotos/stations/thumbs/10VOR1 nN.jpg,1,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",Umweltbundesamt,7.0,HMW,0.1,EPSG:31287,12.972,1010,46.6775,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/10VOR1 nNO.JPG,/pub/fotos/stations/10VOR1 nNO.JPG,/pub/fotos/stations/10VOR1 nO.jpg,/pub/fotos/stations/thumbs/10VOR1 nO.jpg,/pub/fotos/stations/10VOR1 nS.jpg,/pub/fotos/stations/thumbs/10VOR1 nS.jpg,/pub/fotos/stations/thumbs/10VOR1 nSO.jpg,/pub/fotos/stations/10VOR1 nSO.jpg,/pub/fotos/stations/10VOR1 nSW.JPG,/pub/fotos/stations/thumbs/10VOR1 nSW.JPG,/pub/fotos/stations/thumbs/10VOR1 nW.JPG,/pub/fotos/stations/10VOR1 nW.JPG,,,,
01:0001,Kohlenmonoxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,5.0,HMW,0.2,EPSG:31287,16.52617,165,47.8401138,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
03:1401,Kohlenmonoxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031401 nO.jpg,/pub/fotos/stations/thumbs/031401 nO.jpg,1,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung,3.0,HMW,0.2,EPSG:31287,16.3022222,215,48.0861111,mg/m³,NOCLASS,/pub/fotos/stations/thumbs/031401 nS.jpg,/pub/fotos/stations/031401 nS.jpg,/pub/fotos/stations/031401 nW.jpg,/pub/fotos/stations/thumbs/031401 nW.jpg,,,,,,,,,,,,
