,stationid,unit,compname,time,valueclass,MetaInfo_Name,MetaInfo_Owner,MetaInfo_Location,meantype,gml$Point_srsName,gml$Point_gml$coord_Z,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,value,subzahl
137,05:1500,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Salzburg Stadtautobahn A1,Amt der Salzburger Landesregierung,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,EPSG:31287,425,13.000439,47.814861,6,1
138,08:0709,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Höchst Gemeindeamt,Umweltinstitut des Landes Vorarlberg,"Gemeindeamt, Hauptstraße 15",HMW,EPSG:31287,405,9.640553333333333,47.45968777777778,7,1
139,02:KA61,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klagenfurt A2 Nordumfahrung ,Amt der Kärntner Landesregierung,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",HMW,EPSG:31287,455,14.26611111111111,46.6525,8,1
140,05:1000,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Salzburg Rudolfsplatz,Amt der Salzburger Landesregierung,Rudolfsplatz (Grünfläche in der Mitte),HMW,EPSG:31287,425,13.05329,47.7974,9,1
141,06:164,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz Don Bosco,Amt der Steiermärkischen Landesregierung,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,EPSG:31287,358,15.416603,47.055611,9,1
142,07:2821,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Vomp A12 Inntalautobahn, Raststätte",Amt der Tiroler Landesregierung,"A12, 100 m östl. der Autobahnraststätte",HMW,EPSG:31287,557,11.692028,47.348774,13,1
143,05:2000,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,Amt der Salzburger Landesregierung,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,EPSG:31287,440,13.09995,47.68259,14,1
144,04:S431,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Linz Römerberg B139,Amt der Oberösterreichischen Landesregierung,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,EPSG:31287,262,14.28217,48.30299,15,1
145,08:1919,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),HMW,EPSG:31287,460,9.59745,47.23915,15,1
146,05:2300,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hallein A10 Tauernautobahn,Amt der Salzburger Landesregierung,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,EPSG:31287,445,13.10815,47.69135,19,1
0,10:ILL1,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Illmitz am Neusiedler See,Umweltbundesamt,Biologische Station Illmitz,HMW,EPSG:31287,117,16.76639,47.77028,0.0,1
1,01:0001,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,EPSG:31287,165,16.52617,47.8401138,0.1,1
2,01:0012,mg/m³,Kohlenmonoxid,1660037400000000000,NOCLASS,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),Amt der Burgenländischen Landesregierung,,HMW,EPSG:31287,,,,0.1,1
3,02:KA21,mg/m³,Kohlenmonoxid,1660068000000000000,NOCLASS,Klagenfurt Völkermarkter Straße,Amt der Kärntner Landesregierung,Völkermarkter Straße Ecke Enzenbergstraße,HMW,EPSG:31287,445,14.31806,46.62556,0.1,1
4,03:2701,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,EPSG:31287,155,16.474444444444444,48.144999999999996,0.1,1
5,04:S173,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",HMW,EPSG:31287,250,14.3665,48.27975,0.1,1
6,04:S217,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,EPSG:31287,255,14.436944444444444,48.20944444444445,0.1,1
7,05:5032,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Tamsweg Untere Postgasse,Amt der Salzburger Landesregierung,Parkplatz Untere Postgasse 2,HMW,EPSG:31287,1025,13.80804,47.12566,0.1,1
8,06:142,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Leoben Donawitz Kindergarten,Amt der Steiermärkischen Landesregierung,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,EPSG:31287,555,15.0745,47.37555555555556,0.1,1
9,06:170,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Graz Süd Tiergartenweg,Amt der Steiermärkischen Landesregierung,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,EPSG:31287,345,15.43308,47.04172,0.1,1
10,06:172,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Graz Mitte Gries,Amt der Steiermärkischen Landesregierung,Platz der Freiwilligen Schützen,HMW,EPSG:31287,366,15.431945,47.06924,0.1,1
11,10:SON1,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Sonnblick,Umweltbundesamt,Wetterobservatorium Hoher Sonnblick,HMW,EPSG:31287,3106,12.9583,47.0541667,0.1,1
12,10:VOR1,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Vorhegg bei Kötschach-Mauthen,Umweltbundesamt,"Kreuth 8b, Josef Zobernig",HMW,EPSG:31287,1010,12.972,46.6775,0.1,1
13,01:0004,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Bad Sauerbrunn,Amt der Burgenländischen Landesregierung,Freiwillige Feuerwehr,HMW,EPSG:31287,254,16.32875,47.77907,0.2,1
14,03:1401,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),HMW,EPSG:31287,215,16.3022222,48.0861111,0.2,1
15,03:1402,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Vösendorf - Peter Jordan-Straße,Amt der Niederösterreichischen Landesregierung,Nähe Peter Jordan-Straße 4-6,HMW,EPSG:31287,194,16.33145,48.12474,0.2,1
16,03:2302,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,HMW,EPSG:31287,271,15.6204,48.2013,0.2,1
17,04:S406,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,EPSG:31287,316,14.0366,48.1649,0.2,1
18,04:S431,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Linz Römerberg B139,Amt der Oberösterreichischen Landesregierung,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,EPSG:31287,262,14.28217,48.30299,0.2,1
19,05:1000,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Salzburg Rudolfsplatz,Amt der Salzburger Landesregierung,Rudolfsplatz (Grünfläche in der Mitte),HMW,EPSG:31287,425,13.05329,47.7974,0.2,1
20,05:1066,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,HMW,EPSG:31287,430,13.043333,47.8055556,0.2,1
21,06:164,mg/m³,Kohlenmonoxid,1660068000000000000,NOCLASS,Graz Don Bosco,Amt der Steiermärkischen Landesregierung,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,EPSG:31287,358,15.416603,47.055611,0.2,1
22,07:2110,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Innsbruck Zentrum - Fallmerayerstraße,Amt der Tiroler Landesregierung,Fallmerayerstraße Ecke Maximilianstrasse,HMW,EPSG:31287,577,11.3923611,47.2626194,0.2,1
23,09:A23,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,EPSG:31287,162,16.43455,48.20306,0.2,1
24,09:MBA,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Hietzinger Kai,Gemeinde Wien - MA22 Umweltschutz,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,EPSG:31287,194,16.3000202777778,48.1883725,0.2,1
25,09:TAB,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,HMW,EPSG:31287,162,16.3809180555556,48.2167394444444,0.2,1
26,04:S416,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,EPSG:31287,265,14.31479,48.27329,0.3,1
27,05:2000,mg/m³,Kohlenmonoxid,1660069800000000000,NOCLASS,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,Amt der Salzburger Landesregierung,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,EPSG:31287,440,13.09995,47.68259,0.3,1
28,08:1919,mg/m³,Kohlenmonoxid,1660068000000000000,NOCLASS,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),HMW,EPSG:31287,460,9.59745,47.23915,0.4,1
0,01:0001,µg/m³,Feinstaub (PM10),-9223372036854775808,NOVALUE,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,EPSG:31287,165,16.52617,47.8401138,,1
1,05:5032,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Tamsweg Untere Postgasse,Amt der Salzburger Landesregierung,Parkplatz Untere Postgasse 2,HMW,EPSG:31287,1025,13.80804,47.12566,3,1
2,02:KA71,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),HMW,EPSG:31287,445,14.299144444444444,46.62661666666667,4,1
3,07:2315,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Imst Inntalautobahn A12,Amt der Tiroler Landesregierung,"Inntalautobahn A12 km 132,56",HMW,EPSG:31287,719,10.7357167,47.2169472,4,1
4,07:2910,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Lienz Amlacherkreuzung,Amt der Tiroler Landesregierung,Amlacher Kreuzung,HMW,EPSG:31287,675,12.765622,46.827732,4,1
5,03:2702,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Mannswörth bei Schwechat, Danubiastraße/A4",Amt der Niederösterreichischen Landesregierung,"Danubiastraße, Brücke A4",HMW,EPSG:31287,159,16.51111,48.145,5,1
6,02:F202,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,HMW,EPSG:31287,810,14.52998,46.84283,6,1
7,02:SP18,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",HMW,EPSG:31287,560,13.49388888888888,46.8013888888888,6,1
8,05:5019,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Zederhaus Lamm,Amt der Salzburger Landesregierung,Zederhaus Lamm,HMW,EPSG:31287,1140,13.54318,47.13378,6,1
9,07:2552,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kufstein Zentrum Praxmarerstraße,Amt der Tiroler Landesregierung,Praxmarerstraße / Josef Egger Straße 5,HMW,EPSG:31287,489,12.1724111,47.5818083,6,1
10,10:VOR1,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Vorhegg bei Kötschach-Mauthen,Umweltbundesamt,"Kreuth 8b, Josef Zobernig",HMW,EPSG:31287,1010,12.972,46.6775,6,2
11,10:ZOE2,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",HMW,EPSG:31287,899,14.44095,47.83828,6,2
12,03:1413,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Wiener Neudorf Hauptstraße,Amt der Niederösterreichischen Landesregierung,Abfallwirtschaftszentrum,HMW,EPSG:31287,210,16.329,48.0843,7,1
13,04:S156,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Braunau Zentrum, Kolpingplatz",Amt der Oberösterreichischen Landesregierung,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,EPSG:31287,350,13.03923,48.257474,7,2
14,05:6072,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",HMW,EPSG:31287,775,12.795124,47.32664,7,1
15,06:176,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,B116 (Bruck an der Mur),Amt der Steiermärkischen Landesregierung,Wiener Straße 77,HMW,EPSG:31287,504,15.270528,47.425667,7,1
16,07:2710,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Heiterwang Ort L355,Amt der Tiroler Landesregierung,Ennet der Ach,HMW,EPSG:31287,985,10.7441167,47.4475972,7,1
17,02:VI12,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),HMW,EPSG:31287,490,13.841389,46.6125,8,1
18,02:WO35,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,HMW,EPSG:31287,540,14.891667,46.708333,8,1
19,04:S108,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Grünbach bei Freistadt,Amt der Oberösterreichischen Landesregierung,Oberrauchenödt Kirche St. Michael,HMW,EPSG:31287,918,14.574722222222,48.53111111,8,2
20,04:S125,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Bad Ischl, Rettenbachwaldstraße",Amt der Oberösterreichischen Landesregierung,Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,EPSG:31287,460,13.632222222222223,47.71611111111111,8,2
21,09:LIES,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Liesing - Carlberger-Gasse Gewerbegebiet,Gemeinde Wien - MA22 Umweltschutz,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,EPSG:31287,211,16.30127778,48.14125,8,1
22,10:ILL1,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Illmitz am Neusiedler See,Umweltbundesamt,Biologische Station Illmitz,HMW,EPSG:31287,117,16.76639,47.77028,8,2
23,02:KA21,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Klagenfurt Völkermarkter Straße,Amt der Kärntner Landesregierung,Völkermarkter Straße Ecke Enzenbergstraße,HMW,EPSG:31287,445,14.31806,46.62556,9,1
24,02:WO15,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,EPSG:31287,460,14.84346,46.834975,9,1
25,03:0401,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Gänserndorf Baumschulweg,Amt der Niederösterreichischen Landesregierung,Baumschulweg,HMW,EPSG:31287,161,16.729445,48.33472,9,1
26,03:1301,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Mistelbach Steinhübel,Amt der Niederösterreichischen Landesregierung,Hochbehälter Steinhübel,HMW,EPSG:31287,250,16.5788,48.57832,9,1
27,04:S235,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Feuerkogel (Höllengebirge),Amt der Oberösterreichischen Landesregierung,Feuerkogel 3,HMW,EPSG:31287,1602,13.720737,47.815855,9,2
28,06:141,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Leoben Göss,Amt der Steiermärkischen Landesregierung,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",HMW,EPSG:31287,554,15.10361111111111,47.35888888888889,9,1
29,07:2530,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Wörgl Stelzhamerstraße,Amt der Tiroler Landesregierung,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,HMW,EPSG:31287,508,12.066633,47.4885583,9,1
30,02:M226,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Ebenthal Zell,Amt der Kärntner Landesregierung,Niederdorferstraße 5,HMW,EPSG:31287,420,14.39826,46.61011,10,1
31,02:SP10,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,EPSG:31287,686,13.194533,46.935,10,1
32,03:0301,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Hainburg Krankenhaus,Amt der Niederösterreichischen Landesregierung,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,EPSG:31287,180,16.95787,48.1442,10,1
33,03:0407,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Groß-Enzersdorf - Glinzendorf,Amt der Niederösterreichischen Landesregierung,L3010 zwischen Glinzendorf und Rutzendorf,HMW,EPSG:31287,150,16.63638889,48.230833333,10,1
34,03:1901,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Tulln Leopoldgasse,Amt der Niederösterreichischen Landesregierung,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,EPSG:31287,178,16.0625,48.329445,10,1
35,04:S404,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Traun Tischlerstraße,Amt der Oberösterreichischen Landesregierung,Tischlerstrasse Kindergarten,HMW,EPSG:31287,274,14.23755,48.22535,10,2
36,04:S407,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Vöcklabruck, Untere Agergasse",Amt der Oberösterreichischen Landesregierung,Untere Agergasse 14,HMW,EPSG:31287,420,13.6676111,48.0008965,10,2
37,04:S415,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,EPSG:31287,255,14.2977778,48.323333,10,2
38,06:136,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Judendorf Süd,Amt der Steiermärkischen Landesregierung,"Ringsiedlung, Murufer",HMW,EPSG:31287,375,15.351111111111,47.12027777778,10,1
39,06:178,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,HMW,EPSG:31287,459,15.628392,47.215703,10,1
40,06:180,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Bruck an der Mur Flurgasse,Amt der Steiermärkischen Landesregierung,"Flurgasse 2, Ecke Oberdorfer Straße",HMW,EPSG:31287,485,15.253333,47.409443,10,1
41,07:2106,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Innsbruck Reichenau - Andechsstraße,Amt der Tiroler Landesregierung,Andechstrasse 21,HMW,EPSG:31287,570,11.4169445,47.27129,10,1
42,07:2110,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Innsbruck Zentrum - Fallmerayerstraße,Amt der Tiroler Landesregierung,Fallmerayerstraße Ecke Maximilianstrasse,HMW,EPSG:31287,577,11.3923611,47.2626194,10,1
43,07:2115,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Vill Zenzenhof A13,Amt der Tiroler Landesregierung,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,EPSG:31287,732,11.392064,47.225578,10,1
44,09:AKC,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,AKH,Gemeinde Wien - MA22 Umweltschutz,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,EPSG:31287,184,16.349818,48.21911,10,1
45,09:GAUD,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Gaudenzdorf,Gemeinde Wien - MA22 Umweltschutz,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,EPSG:31287,179,16.3393311111111,48.1871469444444,10,1
46,09:TAB,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,HMW,EPSG:31287,162,16.3809180555556,48.2167394444444,10,1
47,10:PIL1,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Pillersdorf bei Retz,Umweltbundesamt,Am Öhlberg,HMW,EPSG:31287,315,15.93595,48.7212,10,2
48,03:0101,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Amstetten,Amt der Niederösterreichischen Landesregierung,"Anzengruberstraße, Parkplatz vor der Schule",HMW,EPSG:31287,270,14.8788,48.1199,11,1
49,03:0104,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"St. Valentin A1, Buchenstraße",Amt der Niederösterreichischen Landesregierung,"Attenhofen, Buchenstraße/Kaufpark",HMW,EPSG:31287,265,14.51954,48.19234,11,1
50,03:0502,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Heidenreichstein Thaures,Amt der Niederösterreichischen Landesregierung,Thaures,HMW,EPSG:31287,570,15.04666667,48.8786111,11,1
51,04:S409,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,EPSG:31287,305,14.442777777777777,48.04944444444444,11,2
52,04:S416,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,EPSG:31287,265,14.31479,48.27329,11,2
53,05:1200,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Salzburg Lehener Park, Franz Martin-Straße 1",Amt der Salzburger Landesregierung,Franz Martin-Straße 1,HMW,EPSG:31287,420,13.03488,47.81565,11,1
54,05:3055,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Haunsberg,Amt der Salzburger Landesregierung,SAFE Funkstation Simmerstatt,HMW,EPSG:31287,730,13.0158333,47.936667,11,1
55,06:107,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Voitsberg Mühlgasse,Amt der Steiermärkischen Landesregierung,"Mühlgasse, Ecke Franz Josef-Straße",HMW,EPSG:31287,390,15.152777777777778,47.04472222222222,11,1
56,06:139,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz West - Eggenberg,Amt der Steiermärkischen Landesregierung,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,EPSG:31287,370,15.404388,47.069443,11,1
57,06:170,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Graz Süd Tiergartenweg,Amt der Steiermärkischen Landesregierung,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,EPSG:31287,345,15.43308,47.04172,11,1
58,09:KEND,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Kendlerstraße,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße 40 (Umspannwerk),HMW,EPSG:31287,236,16.30975,48.205,11,1
59,09:LOB,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Lobau,Gemeinde Wien - MA22 Umweltschutz,Lobau Grundwasserwerk,HMW,EPSG:31287,155,16.5256138888889,48.1620694444444,11,1
60,10:ENK1,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Enzenkirchen im Sauwald,Umweltbundesamt,"Kriegen, Kapelle",HMW,EPSG:31287,525,13.67085,48.39167,11,2
61,01:0012,µg/m³,Feinstaub (PM10),1660037400000000000,NOCLASS,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),Amt der Burgenländischen Landesregierung,,HMW,EPSG:31287,,,,12,1
62,02:M121,µg/m³,Feinstaub (PM10),1660068000000000000,NOCLASS,Arnoldstein Gailitz Waldsiedlungsstraße,Amt der Kärntner Landesregierung,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",HMW,EPSG:31287,574,13.70345,46.5584,12,1
63,03:0201,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Bad Vöslau, Gainfarn",Amt der Niederösterreichischen Landesregierung,"Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,EPSG:31287,265,16.20573,47.9592,12,1
64,03:0603,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Himberg, Alter Markt",Amt der Niederösterreichischen Landesregierung,Am Alten Markt - Institutgasse,HMW,EPSG:31287,172,16.4311,48.0857,12,1
65,03:1406,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Biedermannsdorf Mühlengasse,Amt der Niederösterreichischen Landesregierung,Mühlengasse 49,HMW,EPSG:31287,188,16.33722222222222,48.083333333333336,12,1
66,03:2301,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,St. Pölten Eybnerstraße,Amt der Niederösterreichischen Landesregierung,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,EPSG:31287,270,15.6325,48.2116,12,1
67,03:2701,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,EPSG:31287,155,16.474444444444444,48.144999999999996,12,1
68,04:S431,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Linz Römerberg B139,Amt der Oberösterreichischen Landesregierung,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,EPSG:31287,262,14.28217,48.30299,12,2
69,04:S432,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,HMW,EPSG:31287,485,13.60892,47.97386,12,2
70,06:106,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Köflach,Amt der Steiermärkischen Landesregierung,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,EPSG:31287,445,15.086667,47.06333,12,1
71,06:142,µg/m³,Feinstaub (PM10),1660069800000000000,NOCLASS,Leoben Donawitz Kindergarten,Amt der Steiermärkischen Landesregierung,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,EPSG:31287,555,15.0745,47.37555555555556,12,1
