,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
4141,04:S415,Schwefeldioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,2.0,1,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
4142,04:S409,Ozon,1659927600,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
4143,02:SP10,Ozon,1659927600,Amt der Kärntner Landesregierung,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,13.194533,686.0,46.935
4144,07:2705,Ozon,1659927600,Amt der Tiroler Landesregierung,Höfen Lärchbichl,Höfen Lärchbichlweg,HMW,1,20.0,NOCLASS,µg/m³,EPSG:31287,10.682283,877.0,47.469837
4145,07:2710,Ozon,1659927600,Amt der Tiroler Landesregierung,Heiterwang Ort L355,Ennet der Ach,HMW,1,22.0,NOCLASS,µg/m³,EPSG:31287,10.7441167,985.0,47.4475972
4146,07:2912,Ozon,1659927600,Amt der Tiroler Landesregierung,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",HMW,1,25.0,NOCLASS,µg/m³,EPSG:31287,12.766025,681.0,46.8191111
4147,02:SP18,Ozon,1659927600,Amt der Kärntner Landesregierung,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",HMW,1,30.0,NOCLASS,µg/m³,EPSG:31287,13.49388888888888,560.0,46.8013888888888
4148,04:S156,Ozon,1659927600,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,1,40.0,NOCLASS,µg/m³,EPSG:31287,13.03923,350.0,48.257474
4149,04:S432,Ozon,1659927600,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,41.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
4150,07:2547,Ozon,1659927600,Amt der Tiroler Landesregierung,Kufstein Festung,Festung,HMW,1,43.0,NOCLASS,µg/m³,EPSG:31287,12.1692472,526.0,47.5805278
4151,02:WO35,Ozon,1659927600,Amt der Kärntner Landesregierung,St. Georgen im Lavanttal - Herzogberg,Herzogberg,HMW,1,46.0,NOCLASS,µg/m³,EPSG:31287,14.891667,540.0,46.708333
4152,02:WO15,Ozon,1659927600,Amt der Kärntner Landesregierung,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,1,47.0,NOCLASS,µg/m³,EPSG:31287,14.84346,460.0,46.834975
4153,07:2113,Ozon,1659927600,Amt der Tiroler Landesregierung,Innsbruck Sadrach,Sadrach - Buttererbichl,HMW,1,55.0,NOCLASS,µg/m³,EPSG:31287,11.3746611,678.0,47.2699028
4154,07:2106,Ozon,1659927600,Amt der Tiroler Landesregierung,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,HMW,1,58.0,NOCLASS,µg/m³,EPSG:31287,11.4169445,570.0,47.27129
4155,10:VOR1,Ozon,1659927600,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,60.0,NOCLASS,µg/m³,EPSG:31287,12.972,1010.0,46.6775
4156,07:2620,Ozon,1659927600,Amt der Tiroler Landesregierung,St. Anton am Arlberg - Galzig,"Galzig, A1-Gebäude",HMW,1,61.0,NOCLASS,µg/m³,EPSG:31287,10.224811,2147.0,47.133681
4157,07:2538,Ozon,1659927600,Amt der Tiroler Landesregierung,Kramsach Angerberg,"Voldöp, Angerberg",HMW,1,65.0,NOCLASS,µg/m³,EPSG:31287,11.90995,602.0,47.458717
4158,02:M805,Ozon,1659927600,Amt der Kärntner Landesregierung,Kraigerberg,Eggen,HMW,1,68.0,NOCLASS,µg/m³,EPSG:31287,14.329763,965.0,46.824822
4159,07:2123,Ozon,1659927600,Amt der Tiroler Landesregierung,Innsbruck Nordkette (Seegrube),Grubegg,HMW,1,70.0,NOCLASS,µg/m³,EPSG:31287,11.3759972,1958.0,47.3056222
4160,02:VL52,Ozon,1659927600,Amt der Kärntner Landesregierung,Gerlitzen Steinturm,Gerlitzen Steinturm (Gipfelplateau),HMW,1,91.0,NOCLASS,µg/m³,EPSG:31287,13.91449,1897.0,46.6954
4161,04:S235,Ozon,1659927600,Amt der Oberösterreichischen Landesregierung,Feuerkogel (Höllengebirge),Feuerkogel 3,HMW,1,92.0,NOCLASS,µg/m³,EPSG:31287,13.720737,1602.0,47.815855
4162,10:VOR1,Stickstoffdioxid,1659927600,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,1.0,1,µg/m³,EPSG:31287,12.972,1010.0,46.6775
4163,02:SP10,Stickstoffdioxid,1659927600,Amt der Kärntner Landesregierung,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,1,3.0,1,µg/m³,EPSG:31287,13.194533,686.0,46.935
4164,02:SP18,Stickstoffdioxid,1659927600,Amt der Kärntner Landesregierung,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",HMW,1,3.0,1,µg/m³,EPSG:31287,13.49388888888888,560.0,46.8013888888888
4165,04:S173,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",HMW,1,3.0,1,µg/m³,EPSG:31287,14.3665,250.0,48.27975
4166,07:2912,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",HMW,1,3.0,1,µg/m³,EPSG:31287,12.766025,681.0,46.8191111
4167,04:S217,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,4.0,1,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
4168,04:S409,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,1,4.0,1,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
4169,07:2113,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Sadrach,Sadrach - Buttererbichl,HMW,1,4.0,1,µg/m³,EPSG:31287,11.3746611,678.0,47.2699028
4170,07:2110,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,HMW,1,5.0,1,µg/m³,EPSG:31287,11.3923611,577.0,47.2626194
4171,07:2538,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Kramsach Angerberg,"Voldöp, Angerberg",HMW,1,5.0,1,µg/m³,EPSG:31287,11.90995,602.0,47.458717
4172,07:2552,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,HMW,1,5.0,1,µg/m³,EPSG:31287,12.1724111,489.0,47.5818083
4173,02:VI12,Stickstoffdioxid,1659927600,Amt der Kärntner Landesregierung,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),HMW,1,6.0,1,µg/m³,EPSG:31287,13.841389,490.0,46.6125
4174,02:WO35,Stickstoffdioxid,1659927600,Amt der Kärntner Landesregierung,St. Georgen im Lavanttal - Herzogberg,Herzogberg,HMW,1,6.0,1,µg/m³,EPSG:31287,14.891667,540.0,46.708333
4175,04:S415,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,6.0,1,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
4176,04:S432,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,6.0,1,µg/m³,EPSG:31287,13.60892,485.0,47.97386
4177,07:2106,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,HMW,1,6.0,1,µg/m³,EPSG:31287,11.4169445,570.0,47.27129
4178,07:2710,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Heiterwang Ort L355,Ennet der Ach,HMW,1,6.0,1,µg/m³,EPSG:31287,10.7441167,985.0,47.4475972
4179,07:2910,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Lienz Amlacherkreuzung,Amlacher Kreuzung,HMW,1,6.0,1,µg/m³,EPSG:31287,12.765622,675.0,46.827732
4180,02:WO15,Stickstoffdioxid,1659927600,Amt der Kärntner Landesregierung,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,1,8.0,1,µg/m³,EPSG:31287,14.84346,460.0,46.834975
4181,04:S431,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,8.0,1,µg/m³,EPSG:31287,14.28217,262.0,48.30299
4182,07:2821,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,"Vomp A12 Inntalautobahn, Raststätte","A12, 100 m östl. der Autobahnraststätte",HMW,1,9.0,1,µg/m³,EPSG:31287,11.692028,557.0,47.348774
4183,04:S156,Stickstoffdioxid,1659927600,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,1,10.0,1,µg/m³,EPSG:31287,13.03923,350.0,48.257474
4184,07:2227,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,HMW,1,10.0,1,µg/m³,EPSG:31287,11.512497,558.0,47.27807
4185,07:2550,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Kundl A12 Inntal-Autobahn,"Inntalautobahn A12 km 25,12",HMW,1,12.0,1,µg/m³,EPSG:31287,11.958036,507.0,47.4689167
4186,07:2115,Stickstoffdioxid,1659927600,Amt der Tiroler Landesregierung,Vill Zenzenhof A13,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,1,16.0,1,µg/m³,EPSG:31287,11.392064,732.0,47.225578
4187,07:2538,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Kramsach Angerberg,"Voldöp, Angerberg",HMW,1,-1.0,NOCLASS,µg/m³,EPSG:31287,11.90995,602.0,47.458717
4188,07:2552,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,HMW,1,-1.0,NOCLASS,µg/m³,EPSG:31287,12.1724111,489.0,47.5818083
4189,02:SP18,Stickstoffmonoxid,1659927600,Amt der Kärntner Landesregierung,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,13.49388888888888,560.0,46.8013888888888
4190,04:S156,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,13.03923,350.0,48.257474
4191,04:S173,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,14.3665,250.0,48.27975
4192,04:S217,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
4193,04:S432,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,-0.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
4194,07:2106,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,11.4169445,570.0,47.27129
4195,07:2110,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,HMW,1,-0.0,NOCLASS,µg/m³,EPSG:31287,11.3923611,577.0,47.2626194
4196,07:2227,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,11.512497,558.0,47.27807
4197,07:2912,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",HMW,1,-0.0,NOCLASS,µg/m³,EPSG:31287,12.766025,681.0,46.8191111
4198,10:VOR1,Stickstoffmonoxid,1659927600,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,0.0,NOCLASS,µg/m³,EPSG:31287,12.972,1010.0,46.6775
4199,02:VI12,Stickstoffmonoxid,1659927600,Amt der Kärntner Landesregierung,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,13.841389,490.0,46.6125
4200,02:WO15,Stickstoffmonoxid,1659927600,Amt der Kärntner Landesregierung,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.84346,460.0,46.834975
4201,02:WO35,Stickstoffmonoxid,1659927600,Amt der Kärntner Landesregierung,St. Georgen im Lavanttal - Herzogberg,Herzogberg,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.891667,540.0,46.708333
4202,04:S409,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
4203,04:S431,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,14.28217,262.0,48.30299
4204,07:2113,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Sadrach,Sadrach - Buttererbichl,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,11.3746611,678.0,47.2699028
4205,07:2710,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Heiterwang Ort L355,Ennet der Ach,HMW,1,1.0,NOCLASS,µg/m³,EPSG:31287,10.7441167,985.0,47.4475972
4206,04:S415,Stickstoffmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
4207,07:2821,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,"Vomp A12 Inntalautobahn, Raststätte","A12, 100 m östl. der Autobahnraststätte",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,11.692028,557.0,47.348774
4208,02:SP10,Stickstoffmonoxid,1659927600,Amt der Kärntner Landesregierung,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.194533,686.0,46.935
4209,07:2550,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Kundl A12 Inntal-Autobahn,"Inntalautobahn A12 km 25,12",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,11.958036,507.0,47.4689167
4210,07:2910,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Lienz Amlacherkreuzung,Amlacher Kreuzung,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,12.765622,675.0,46.827732
4211,07:2115,Stickstoffmonoxid,1659927600,Amt der Tiroler Landesregierung,Vill Zenzenhof A13,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,11.392064,732.0,47.225578
4212,04:S173,Kohlenmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.3665,250.0,48.27975
4213,04:S217,Kohlenmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
4214,04:S431,Kohlenmonoxid,1659927600,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.28217,262.0,48.30299
4215,07:2110,Kohlenmonoxid,1659927600,Amt der Tiroler Landesregierung,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,11.3923611,577.0,47.2626194
4216,10:VOR1,Kohlenmonoxid,1659927600,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,12.972,1010.0,46.6775
4217,10:VOR1,Feinstaub (PM10),1659927600,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,2,5.0,NOCLASS,µg/m³,EPSG:31287,12.972,1010.0,46.6775
4218,04:S235,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Feuerkogel (Höllengebirge),Feuerkogel 3,HMW,2,6.0,NOCLASS,µg/m³,EPSG:31287,13.720737,1602.0,47.815855
4219,07:2710,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Heiterwang Ort L355,Ennet der Ach,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,10.7441167,985.0,47.4475972
4220,02:SP10,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,13.194533,686.0,46.935
4221,02:WO15,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.84346,460.0,46.834975
4222,04:S156,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,2,8.0,NOCLASS,µg/m³,EPSG:31287,13.03923,350.0,48.257474
4223,07:2552,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,12.1724111,489.0,47.5818083
4224,07:2110,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,11.3923611,577.0,47.2626194
4225,07:2821,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,"Vomp A12 Inntalautobahn, Raststätte","A12, 100 m östl. der Autobahnraststätte",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,11.692028,557.0,47.348774
4226,02:WO35,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,St. Georgen im Lavanttal - Herzogberg,Herzogberg,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,14.891667,540.0,46.708333
4227,04:S409,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,2,10.0,NOCLASS,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
4228,07:2227,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,11.512497,558.0,47.27807
4229,04:S173,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",HMW,2,11.0,NOCLASS,µg/m³,EPSG:31287,14.3665,250.0,48.27975
4230,04:S415,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,2,11.0,NOCLASS,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
4231,04:S432,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,2,11.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
4232,07:2115,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Vill Zenzenhof A13,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,11.392064,732.0,47.225578
4233,07:2910,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Lienz Amlacherkreuzung,Amlacher Kreuzung,HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,12.765622,675.0,46.827732
4234,02:VI12,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,13.841389,490.0,46.6125
4235,04:S431,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,2,12.0,NOCLASS,µg/m³,EPSG:31287,14.28217,262.0,48.30299
4236,07:2106,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,11.4169445,570.0,47.27129
4237,07:2519,Feinstaub (PM10),1659927600,Amt der Tiroler Landesregierung,Brixlegg Innweg,"Innweg, nördöstlich Gebäude Innweg 16 a",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,11.8718028,519.0,47.4285528
4238,02:M226,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,Ebenthal Zell,Niederdorferstraße 5,HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,14.39826,420.0,46.61011
4239,02:SP18,Feinstaub (PM10),1659927600,Amt der Kärntner Landesregierung,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",HMW,1,16.0,NOCLASS,µg/m³,EPSG:31287,13.49388888888888,560.0,46.8013888888888
4240,04:S217,Feinstaub (PM10),1659927600,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,2,19.0,NOCLASS,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
4241,04:S235,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Feuerkogel (Höllengebirge),Feuerkogel 3,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.720737,1602.0,47.815855
4242,04:S156,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,13.03923,350.0,48.257474
4243,04:S409,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
4244,02:WO15,Feinstaub (PM2.5),1659927600,Amt der Kärntner Landesregierung,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.84346,460.0,46.834975
4245,04:S415,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.2977778,255.0,48.323333
4246,04:S432,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
4247,04:S173,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,14.3665,250.0,48.27975
4248,04:S431,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,14.28217,262.0,48.30299
4249,04:S217,Feinstaub (PM2.5),1659927600,Amt der Oberösterreichischen Landesregierung,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,14.436944444444444,255.0,48.20944444444445
4250,02:KA71,Schwefeldioxid,1659927600,Amt der Kärntner Landesregierung,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),HMW,1,1.0,1,µg/m³,EPSG:31287,14.299144444444444,445.0,46.62661666666667
4251,02:F202,Schwefeldioxid,1659927600,Amt der Kärntner Landesregierung,Klein St. Paul - Pemberg,Pemberg,HMW,1,2.0,1,µg/m³,EPSG:31287,14.52998,810.0,46.84283
