stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
06:179,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.971852,47.28286,349.0,EPSG:31287,1,HMW,7.0,17.0,µg/m³,/pub/fotos/stations/06179 nN.JPG,/pub/fotos/stations/thumbs/06179 nN.JPG,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06179 nNO.JPG,/pub/fotos/stations/thumbs/06179 nNO.JPG,/pub/fotos/stations/thumbs/06179 nNW.JPG,/pub/fotos/stations/06179 nNW.JPG,/pub/fotos/stations/06179 nO.JPG,/pub/fotos/stations/thumbs/06179 nO.JPG,/pub/fotos/stations/thumbs/06179 nSO.JPG,/pub/fotos/stations/06179 nSO.JPG,/pub/fotos/stations/thumbs/06179 nSW.JPG,/pub/fotos/stations/06179 nSW.JPG,/pub/fotos/stations/06179 nW.JPG,/pub/fotos/stations/thumbs/06179 nW.JPG,,,,
06:178,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.628392,47.215703,459.0,EPSG:31287,1,HMW,4.0,18.0,µg/m³,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,1,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
06:198,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,16.07905,47.04735,276.0,EPSG:31287,1,HMW,4.0,19.0,µg/m³,/pub/fotos/stations/06198 nN.JPG,/pub/fotos/stations/thumbs/06198 nN.JPG,1,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06198 nNO.JPG,/pub/fotos/stations/thumbs/06198 nNO.JPG,/pub/fotos/stations/thumbs/06198 nS.JPG,/pub/fotos/stations/06198 nS.JPG,/pub/fotos/stations/06198 nW.JPG,/pub/fotos/stations/thumbs/06198 nW.JPG,,,,,,,,,,
06:136,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.351111111111,47.12027777778,375.0,EPSG:31287,1,HMW,5.0,22.0,µg/m³,/pub/fotos/stations/06136 nN.JPG,/pub/fotos/stations/thumbs/06136 nN.JPG,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06136 nNW.JPG,/pub/fotos/stations/thumbs/06136 nNW.JPG,/pub/fotos/stations/thumbs/06136 nO.JPG,/pub/fotos/stations/06136 nO.JPG,/pub/fotos/stations/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nW.JPG,/pub/fotos/stations/06136 nW.JPG,,,,,,,,
06:141,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.10361111111111,47.35888888888889,554.0,EPSG:31287,1,HMW,4.0,22.0,µg/m³,/pub/fotos/stations/06141 nN.JPG,/pub/fotos/stations/thumbs/06141 nN.JPG,1,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06141 nNO.JPG,/pub/fotos/stations/thumbs/06141 nNO.JPG,/pub/fotos/stations/thumbs/06141 nS.JPG,/pub/fotos/stations/06141 nS.JPG,/pub/fotos/stations/06141 nW.JPG,/pub/fotos/stations/thumbs/06141 nW.JPG,,,,,,,,,,
06:170,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.43308,47.04172,345.0,EPSG:31287,1,HMW,6.0,23.0,µg/m³,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,/pub/fotos/stations/06170 nW.JPG,,,,,,
06:172,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.431945,47.06924,366.0,EPSG:31287,1,HMW,4.0,24.0,µg/m³,/pub/fotos/stations/06172 nN.JPG,/pub/fotos/stations/thumbs/06172 nN.JPG,1,Graz Mitte Gries,Platz der Freiwilligen Schützen,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06172 nSO.JPG,/pub/fotos/stations/thumbs/06172 nSO.JPG,/pub/fotos/stations/thumbs/06172 nSW.JPG,/pub/fotos/stations/06172 nSW.JPG,/pub/fotos/stations/06172 nW.JPG,/pub/fotos/stations/thumbs/06172 nW.JPG,,,,,,,,,,
01:0001,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,5.0,25.0,µg/m³,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
06:194,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.673055555555557,47.60472222222222,679.0,EPSG:31287,1,HMW,6.0,26.0,µg/m³,/pub/fotos/stations/06194 nN.JPG,/pub/fotos/stations/thumbs/06194 nN.JPG,1,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06194 nNO.JPG,/pub/fotos/stations/thumbs/06194 nNO.JPG,/pub/fotos/stations/thumbs/06194 nNW.JPG,/pub/fotos/stations/06194 nNW.JPG,/pub/fotos/stations/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nSO.JPG,/pub/fotos/stations/06194 nSO.JPG,/pub/fotos/stations/thumbs/06194 nSW.JPG,/pub/fotos/stations/06194 nSW.JPG,,,,,,
06:135,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,7.0,31.0,µg/m³,/pub/fotos/stations/06135 nN.JPG,/pub/fotos/stations/thumbs/06135 nN.JPG,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nO.JPG,/pub/fotos/stations/06135 nO.JPG,/pub/fotos/stations/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nSO.JPG,/pub/fotos/stations/06135 nSO.JPG,/pub/fotos/stations/thumbs/06135 nSW.JPG,/pub/fotos/stations/06135 nSW.JPG,/pub/fotos/stations/06135 nW.JPG,/pub/fotos/stations/thumbs/06135 nW.JPG,,,,
01:0003,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,5.0,35.0,µg/m³,/pub/fotos/stations/010003 nN.JPG,/pub/fotos/stations/thumbs/010003 nN.JPG,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nS.JPG,/pub/fotos/stations/010003 nS.JPG,/pub/fotos/stations/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nW.JPG,/pub/fotos/stations/010003 nW.JPG,,,,,,,,
06:164,Stickstoffdioxid,5 Aug 2022 22:30:00 GMT+0100,15.416603,47.055611,358.0,EPSG:31287,1,HMW,4.0,36.0,µg/m³,/pub/fotos/stations/06164 nN.JPG,/pub/fotos/stations/thumbs/06164 nN.JPG,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06164 nO.JPG,/pub/fotos/stations/thumbs/06164 nO.JPG,/pub/fotos/stations/thumbs/06164 nS.JPG,/pub/fotos/stations/06164 nS.JPG,/pub/fotos/stations/06164 nW.JPG,/pub/fotos/stations/thumbs/06164 nW.JPG,,,,,,,,,,
06:107,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,6.0,0.0,µg/m³,/pub/fotos/stations/06107 nN.JPG,/pub/fotos/stations/thumbs/06107 nN.JPG,NOCLASS,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNW.jpg,/pub/fotos/stations/06107 nNW.jpg,/pub/fotos/stations/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nS.JPG,/pub/fotos/stations/06107 nS.JPG,/pub/fotos/stations/thumbs/06107 nW.JPG,/pub/fotos/stations/06107 nW.JPG,,,,,,
06:114,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,14.753333,47.1925,675.0,EPSG:31287,1,HMW,4.0,0.0,µg/m³,/pub/fotos/stations/06114 nN.JPG,/pub/fotos/stations/thumbs/06114 nN.JPG,NOCLASS,Zeltweg Hauptschule,"Feldgasse, Hauptschule",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06114 nNW.JPG,/pub/fotos/stations/thumbs/06114 nNW.JPG,/pub/fotos/stations/thumbs/06114 nSW.JPG,/pub/fotos/stations/06114 nSW.JPG,/pub/fotos/stations/06114 nW.JPG,/pub/fotos/stations/thumbs/06114 nW.JPG,,,,,,,,,,
06:118,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,14.676666666666666,47.17833333333333,715.0,EPSG:31287,1,HMW,4.0,0.0,µg/m³,/pub/fotos/stations/06118 nN.JPG,/pub/fotos/stations/thumbs/06118 nN.JPG,NOCLASS,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06118 nNW.JPG,/pub/fotos/stations/thumbs/06118 nNW.JPG,/pub/fotos/stations/thumbs/06118 nSO.JPG,/pub/fotos/stations/06118 nSO.JPG,/pub/fotos/stations/06118 nSW.JPG,/pub/fotos/stations/thumbs/06118 nSW.JPG,,,,,,,,,,
06:139,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.404388,47.069443,370.0,EPSG:31287,1,HMW,3.0,0.0,µg/m³,/pub/fotos/stations/06139 nN.JPG,/pub/fotos/stations/thumbs/06139 nN.JPG,NOCLASS,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06139 nO.JPG,/pub/fotos/stations/thumbs/06139 nO.JPG,/pub/fotos/stations/thumbs/06139 nSO.JPG,/pub/fotos/stations/06139 nSO.JPG,,,,,,,,,,,,
06:143,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.0889,47.3823,543.0,EPSG:31287,1,HMW,5.0,0.0,µg/m³,/pub/fotos/stations/06143 nNO.JPG,/pub/fotos/stations/thumbs/06143 nNO.JPG,NOCLASS,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nO.JPG,/pub/fotos/stations/thumbs/06143 nS.jpg,/pub/fotos/stations/06143 nS.jpg,/pub/fotos/stations/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nSO.JPG,/pub/fotos/stations/thumbs/06143 nW.JPG,/pub/fotos/stations/06143 nW.JPG,,,,,,,,
06:145,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.29032,47.44583333333333,517.0,EPSG:31287,1,HMW,5.0,0.0,µg/m³,/pub/fotos/stations/06145 nN.JPG,/pub/fotos/stations/thumbs/06145 nN.JPG,NOCLASS,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06145 nNO.JPG,/pub/fotos/stations/thumbs/06145 nNO.JPG,/pub/fotos/stations/thumbs/06145 nNW.JPG,/pub/fotos/stations/06145 nNW.JPG,/pub/fotos/stations/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nW.JPG,/pub/fotos/stations/06145 nW.JPG,,,,,,,,
06:151,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,4.0,0.0,µg/m³,/pub/fotos/stations/06151 nN.JPG,/pub/fotos/stations/thumbs/06151 nN.JPG,NOCLASS,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06151 nO.JPG,/pub/fotos/stations/thumbs/06151 nO.JPG,/pub/fotos/stations/thumbs/06151 nSO.JPG,/pub/fotos/stations/06151 nSO.JPG,/pub/fotos/stations/06151 nW.JPG,/pub/fotos/stations/thumbs/06151 nW.JPG,,,,,,,,,,
06:156,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,6.0,0.0,µg/m³,/pub/fotos/stations/06156 nN.jpg,/pub/fotos/stations/thumbs/06156 nN.jpg,NOCLASS,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nNW.JPG,/pub/fotos/stations/thumbs/06156 nS.JPG,/pub/fotos/stations/06156 nS.JPG,/pub/fotos/stations/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSO.JPG,/pub/fotos/stations/thumbs/06156 nSW.JPG,/pub/fotos/stations/06156 nSW.JPG,/pub/fotos/stations/thumbs/06156 nW.JPG,/pub/fotos/stations/06156 nW.JPG,,,,,,
06:176,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.270528,47.425667,504.0,EPSG:31287,1,HMW,,0.0,µg/m³,,,NOCLASS,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
06:177,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,14.244676,47.565439,649.0,EPSG:31287,1,HMW,6.0,0.0,µg/m³,/pub/fotos/stations/06177 nN.JPG,/pub/fotos/stations/thumbs/06177 nN.JPG,NOCLASS,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nNW.JPG,/pub/fotos/stations/thumbs/06177 nO.JPG,/pub/fotos/stations/06177 nO.JPG,/pub/fotos/stations/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSO.JPG,/pub/fotos/stations/thumbs/06177 nSW.JPG,/pub/fotos/stations/06177 nSW.JPG,/pub/fotos/stations/thumbs/06177 nW.JPG,/pub/fotos/stations/06177 nW.JPG,,,,,,
06:180,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.253333,47.409443,485.0,EPSG:31287,1,HMW,7.0,0.0,µg/m³,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,NOCLASS,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/06180 nW.jpg,/pub/fotos/stations/thumbs/06180 nW.jpg,,,,
10:KLH1,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.95632,46.7672,415.0,EPSG:31287,1,HMW,6.0,0.0,µg/m³,/pub/fotos/stations/10KLH1 nN.jpg,/pub/fotos/stations/thumbs/10KLH1 nN.jpg,NOCLASS,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Umweltbundesamt,/pub/fotos/stations/10KLH1 nNO.jpg,/pub/fotos/stations/thumbs/10KLH1 nNO.jpg,/pub/fotos/stations/thumbs/10KLH1 nNW.jpg,/pub/fotos/stations/10KLH1 nNW.jpg,/pub/fotos/stations/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nO.jpg,/pub/fotos/stations/thumbs/10KLH1 nSO.jpg,/pub/fotos/stations/10KLH1 nSO.jpg,/pub/fotos/stations/thumbs/10KLH1 nSW.jpg,/pub/fotos/stations/10KLH1 nSW.jpg,,,,,,
10:SON1,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,12.9583,47.0541667,3106.0,EPSG:31287,1,HMW,5.0,0.0,µg/m³,/pub/fotos/stations/10SON1 nN.jpg,/pub/fotos/stations/thumbs/10SON1 nN.jpg,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt,/pub/fotos/stations/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nW sehr weitwinkelig.jpg,/pub/fotos/stations/10SON1 nW sehr weitwinkelig.jpg,,,,,,,,
10:SON1,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,12.9583,47.0541667,3106.0,EPSG:31287,2,HMW,5.0,0.0,µg/m³,/pub/fotos/stations/10SON1 nN.jpg,/pub/fotos/stations/thumbs/10SON1 nN.jpg,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt,/pub/fotos/stations/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nS.jpg,/pub/fotos/stations/thumbs/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSO.jpg,/pub/fotos/stations/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nSW.jpg,/pub/fotos/stations/thumbs/10SON1 nW sehr weitwinkelig.jpg,/pub/fotos/stations/10SON1 nW sehr weitwinkelig.jpg,,,,,,,,
01:0003,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/010003 nN.JPG,/pub/fotos/stations/thumbs/010003 nN.JPG,NOCLASS,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nS.JPG,/pub/fotos/stations/010003 nS.JPG,/pub/fotos/stations/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nW.JPG,/pub/fotos/stations/010003 nW.JPG,,,,,,,,
01:0004,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,16.32875,47.77907,254.0,EPSG:31287,1,HMW,,1.0,µg/m³,,,NOCLASS,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,,,,,,,,,,,,,,,
06:106,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.086667,47.06333,445.0,EPSG:31287,1,HMW,1.0,1.0,µg/m³,/pub/fotos/stations/06106 nSW.JPG,/pub/fotos/stations/thumbs/06106 nSW.JPG,NOCLASS,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
06:119,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,14.825277777777778,47.21037,635.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/06119 nN.JPG,/pub/fotos/stations/thumbs/06119 nN.JPG,NOCLASS,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06119 nO.JPG,/pub/fotos/stations/thumbs/06119 nO.JPG,/pub/fotos/stations/thumbs/06119 nS.JPG,/pub/fotos/stations/06119 nS.JPG,/pub/fotos/stations/06119 nW.JPG,/pub/fotos/stations/thumbs/06119 nW.JPG,,,,,,,,,,
06:135,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,7.0,1.0,µg/m³,/pub/fotos/stations/06135 nN.JPG,/pub/fotos/stations/thumbs/06135 nN.JPG,NOCLASS,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nO.JPG,/pub/fotos/stations/06135 nO.JPG,/pub/fotos/stations/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nSO.JPG,/pub/fotos/stations/06135 nSO.JPG,/pub/fotos/stations/thumbs/06135 nSW.JPG,/pub/fotos/stations/06135 nSW.JPG,/pub/fotos/stations/06135 nW.JPG,/pub/fotos/stations/thumbs/06135 nW.JPG,,,,
06:136,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.351111111111,47.12027777778,375.0,EPSG:31287,1,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/06136 nN.JPG,/pub/fotos/stations/thumbs/06136 nN.JPG,NOCLASS,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06136 nNW.JPG,/pub/fotos/stations/thumbs/06136 nNW.JPG,/pub/fotos/stations/thumbs/06136 nO.JPG,/pub/fotos/stations/06136 nO.JPG,/pub/fotos/stations/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nW.JPG,/pub/fotos/stations/06136 nW.JPG,,,,,,,,
06:138,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,3.0,1.0,µg/m³,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,NOCLASS,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,/pub/fotos/stations/06138 nO.JPG,,,,,,,,,,,,
06:141,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.10361111111111,47.35888888888889,554.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/06141 nN.JPG,/pub/fotos/stations/thumbs/06141 nN.JPG,NOCLASS,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06141 nNO.JPG,/pub/fotos/stations/thumbs/06141 nNO.JPG,/pub/fotos/stations/thumbs/06141 nS.JPG,/pub/fotos/stations/06141 nS.JPG,/pub/fotos/stations/06141 nW.JPG,/pub/fotos/stations/thumbs/06141 nW.JPG,,,,,,,,,,
06:170,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.43308,47.04172,345.0,EPSG:31287,1,HMW,6.0,1.0,µg/m³,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,NOCLASS,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,/pub/fotos/stations/06170 nW.JPG,,,,,,
06:178,Stickstoffmonoxid,5 Aug 2022 22:30:00 GMT+0100,15.628392,47.215703,459.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,NOCLASS,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
