stationid,component,time,unit,meantype,value,meta_name,meta_owner,meta_location,x_coord,y_coord,z_coord
06:107,Feinstaub (PM2.5),1661268600,µg/m³,HMW,0.0,Voitsberg Mühlgasse,Amt der Steiermärkischen Landesregierung,"Mühlgasse, Ecke Franz Josef-Straße",15.15277777777778,47.04472222222222,390.0
03:0201,Feinstaub (PM2.5),1661268600,µg/m³,HMW,1.0,"Bad Vöslau, Gainfarn",Amt der Niederösterreichischen Landesregierung,"Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",16.20573,47.9592,265.0
03:1413,Feinstaub (PM2.5),1661268600,µg/m³,HMW,1.0,Wiener Neudorf Hauptstraße,Amt der Niederösterreichischen Landesregierung,Abfallwirtschaftszentrum,16.329,48.0843,210.0
06:178,Feinstaub (PM2.5),1661268600,µg/m³,HMW,1.0,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,15.628392,47.215703,459.0
10:ILL1,Feinstaub (PM2.5),1661268600,µg/m³,HMW,1.0,Illmitz am Neusiedler See,Umweltbundesamt,Biologische Station Illmitz,16.76639,47.77028,117.0
03:0407,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Groß-Enzersdorf - Glinzendorf,Amt der Niederösterreichischen Landesregierung,L3010 zwischen Glinzendorf und Rutzendorf,16.63638889,48.230833333,150.0
03:0502,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Heidenreichstein Thaures,Amt der Niederösterreichischen Landesregierung,Thaures,15.04666667,48.8786111,570.0
03:1401,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),16.3022222,48.0861111,215.0
03:2701,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",16.474444444444444,48.145,155.0
04:S108,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Grünbach bei Freistadt,Amt der Oberösterreichischen Landesregierung,Oberrauchenödt Kirche St. Michael,14.574722222222,48.53111111,918.0
05:6072,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",12.795124,47.32664,775.0
06:176,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,B116 (Bruck an der Mur),Amt der Steiermärkischen Landesregierung,Wiener Straße 77,15.270528,47.425667,504.0
06:197,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Leibnitz Lastenstraße,Amt der Steiermärkischen Landesregierung,"Lastenstraße 12, Volksschule",15.540555555555557,46.77833333333333,272.0
09:A23,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",16.43455,48.20306,162.0
09:BELG,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Belgradplatz,Gemeinde Wien - MA22 Umweltschutz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",16.3614172222222,48.1743530555556,218.0
09:FLO,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Floridsdorf,Gemeinde Wien - MA22 Umweltschutz,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",16.396954,48.261086,164.0
09:KE,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",16.476051,48.156708,158.0
09:LIES,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Liesing - Carlberger-Gasse Gewerbegebiet,Gemeinde Wien - MA22 Umweltschutz,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",16.30127778,48.14125,211.0
09:LOB,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Lobau,Gemeinde Wien - MA22 Umweltschutz,Lobau Grundwasserwerk,16.5256138888889,48.1620694444444,155.0
10:PIL1,Feinstaub (PM2.5),1661268600,µg/m³,HMW,2.0,Pillersdorf bei Retz,Umweltbundesamt,Am Öhlberg,15.93595,48.7212,315.0
01:0001,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",16.52617,47.8401138,165.0
03:0301,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Hainburg Krankenhaus,Amt der Niederösterreichischen Landesregierung,"Parkplatz Bezirkskrankenhaus, Florianistraße",16.95787,48.1442,180.0
03:0401,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Gänserndorf Baumschulweg,Amt der Niederösterreichischen Landesregierung,Baumschulweg,16.729445,48.33472,161.0
03:1301,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Mistelbach Steinhübel,Amt der Niederösterreichischen Landesregierung,Hochbehälter Steinhübel,16.5788,48.57832,250.0
04:S156,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,"Braunau Zentrum, Kolpingplatz",Amt der Oberösterreichischen Landesregierung,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",13.03923,48.257474,350.0
09:AKC,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,AKH,Gemeinde Wien - MA22 Umweltschutz,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",16.349818,48.21911,184.0
09:GAUD,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Gaudenzdorf,Gemeinde Wien - MA22 Umweltschutz,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",16.3393311111111,48.1871469444444,179.0
09:KEND,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Kendlerstraße,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße 40 (Umspannwerk),16.30975,48.205,236.0
09:SCHA,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Schafberg,Gemeinde Wien - MA22 Umweltschutz,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",16.301563,48.23537,319.0
09:STAD,Feinstaub (PM2.5),1661268600,µg/m³,HMW,3.0,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",16.458345,48.226360833333,159.0
03:0599,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Amt der Niederösterreichischen Landesregierung,Parkplatz Bahnhof Klosterneuburg-Kierling,16.3279444,48.30822222,170.0
03:2604,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Kematen an der Ybbs,Amt der Niederösterreichischen Landesregierung,Gimpersdorf,14.77227777777778,48.04511111111111,330.0
04:S235,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Feuerkogel (Höllengebirge),Amt der Oberösterreichischen Landesregierung,Feuerkogel 3,13.720737,47.815855,1602.0
04:S407,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,"Vöcklabruck, Untere Agergasse",Amt der Oberösterreichischen Landesregierung,Untere Agergasse 14,13.6676111,48.0008965,420.0
09:TAB,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,16.3809180555556,48.2167394444444,162.0
10:ENK1,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Enzenkirchen im Sauwald,Umweltbundesamt,"Kriegen, Kapelle",13.67085,48.39167,525.0
10:ZOE2,Feinstaub (PM2.5),1661268600,µg/m³,HMW,4.0,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",14.44095,47.83828,899.0
03:0101,Feinstaub (PM2.5),1661268600,µg/m³,HMW,5.0,Amstetten,Amt der Niederösterreichischen Landesregierung,"Anzengruberstraße, Parkplatz vor der Schule",14.8788,48.1199,270.0
03:1905,Feinstaub (PM2.5),1661268600,µg/m³,HMW,5.0,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,15.96666667,48.32222222,182.0
03:2301,Feinstaub (PM2.5),1661268600,µg/m³,HMW,5.0,St. Pölten Eybnerstraße,Amt der Niederösterreichischen Landesregierung,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",15.6325,48.2116,270.0
04:S125,Feinstaub (PM2.5),1661268600,µg/m³,HMW,5.0,"Bad Ischl, Rettenbachwaldstraße",Amt der Oberösterreichischen Landesregierung,Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),13.632222222222223,47.71611111111111,460.0
03:1901,Feinstaub (PM2.5),1661268600,µg/m³,HMW,6.0,Tulln Leopoldgasse,Amt der Niederösterreichischen Landesregierung,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",16.0625,48.329445,178.0
03:1902,Feinstaub (PM2.5),1661268600,µg/m³,HMW,6.0,Zwentendorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",15.90706,48.34509,200.0
03:2302,Feinstaub (PM2.5),1661268600,µg/m³,HMW,6.0,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,15.6204,48.2013,271.0
04:S432,Feinstaub (PM2.5),1661268600,µg/m³,HMW,6.0,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,13.60892,47.97386,485.0
03:1903,Feinstaub (PM2.5),1661268600,µg/m³,HMW,7.0,Trasdorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Kaindorfer Straße,15.8578,48.331,192.0
05:1000,Feinstaub (PM2.5),1661268600,µg/m³,HMW,8.0,Salzburg Rudolfsplatz,Amt der Salzburger Landesregierung,Rudolfsplatz (Grünfläche in der Mitte),13.05329,47.7974,425.0
09:LAA,Feinstaub (PM2.5),1661268600,µg/m³,HMW,8.0,Laaer Berg,Gemeinde Wien - MA22 Umweltschutz,"Laaer Berg, Theodor Sickel-Gasse 1",16.3929202777778,48.1610363888889,251.0
03:0104,Feinstaub (PM2.5),1661268600,µg/m³,HMW,9.0,"St. Valentin A1, Buchenstraße",Amt der Niederösterreichischen Landesregierung,"Attenhofen, Buchenstraße/Kaufpark",14.51954,48.19234,265.0
04:S404,Feinstaub (PM2.5),1661268600,µg/m³,HMW,9.0,Traun Tischlerstraße,Amt der Oberösterreichischen Landesregierung,Tischlerstrasse Kindergarten,14.23755,48.22535,274.0
04:S184,Feinstaub (PM2.5),1661268600,µg/m³,HMW,10.0,"Linz Stadtpark, Noßbergerstraße",Amt der Oberösterreichischen Landesregierung,"Noßbergerstraße, hinter Museumstraße 34a",14.297502777777778,48.30611944444444,260.0
04:S431,Feinstaub (PM2.5),1661268600,µg/m³,HMW,10.0,Linz Römerberg B139,Amt der Oberösterreichischen Landesregierung,"Kapuzinerstraße B139, Parkplatz Klammstr.",14.28217,48.30299,262.0
04:S415,Feinstaub (PM2.5),1661268600,µg/m³,HMW,11.0,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),14.2977778,48.323333,255.0
04:S217,Feinstaub (PM2.5),1661268600,µg/m³,HMW,12.0,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",14.436944444444444,48.20944444444445,255.0
04:S416,Feinstaub (PM2.5),1661268600,µg/m³,HMW,14.0,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",14.31479,48.27329,265.0
02:KA71,Schwefeldioxid,1661268600,µg/m³,HMW,0.0,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),14.299144444444444,46.62661666666667,445.0
02:M121,Schwefeldioxid,1661268600,µg/m³,HMW,1.0,Arnoldstein Gailitz Waldsiedlungsstraße,Amt der Kärntner Landesregierung,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",13.70345,46.5584,574.0
02:M226,Schwefeldioxid,1661268600,µg/m³,HMW,1.0,Ebenthal Zell,Amt der Kärntner Landesregierung,Niederdorferstraße 5,14.39826,46.61011,420.0
02:WO15,Schwefeldioxid,1661268600,µg/m³,HMW,1.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
04:S409,Schwefeldioxid,1661268600,µg/m³,HMW,1.0,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",14.442777777777778,48.04944444444444,305.0
02:F202,Schwefeldioxid,1661268600,µg/m³,HMW,2.0,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,14.52998,46.84283,810.0
02:WO35,Schwefeldioxid,1661268600,µg/m³,HMW,2.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
04:S406,Schwefeldioxid,1661268600,µg/m³,HMW,2.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
04:S173,Schwefeldioxid,1661268600,µg/m³,HMW,5.0,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
04:S406,Ozon,1661268600,µg/m³,HMW,41.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
04:S409,Ozon,1661268600,µg/m³,HMW,56.0,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",14.442777777777778,48.04944444444444,305.0
02:WO15,Ozon,1661268600,µg/m³,HMW,68.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
02:WO35,Ozon,1661268600,µg/m³,HMW,83.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
02:M121,Ozon,1661268600,µg/m³,HMW,87.0,Arnoldstein Gailitz Waldsiedlungsstraße,Amt der Kärntner Landesregierung,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",13.70345,46.5584,574.0
02:SP18,Ozon,1661268600,µg/m³,HMW,89.0,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",13.49388888888888,46.8013888888888,560.0
02:KA71,Ozon,1661268600,µg/m³,HMW,92.0,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),14.299144444444444,46.62661666666667,445.0
02:M805,Ozon,1661268600,µg/m³,HMW,92.0,Kraigerberg,Amt der Kärntner Landesregierung,Eggen,14.329763,46.824822,965.0
02:KA41,Ozon,1661268600,µg/m³,HMW,93.0,Klagenfurt Kreuzbergl,Amt der Kärntner Landesregierung,Sternwarte Kreuzbergl,14.28931,46.62936,550.0
02:SP10,Ozon,1661268600,µg/m³,HMW,96.0,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",13.194533,46.935,686.0
08:2801,Ozon,1661268600,µg/m³,HMW,110.0,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",10.034324,47.128863,940.0
08:2708,Ozon,1661268600,µg/m³,HMW,111.0,Bludenz Herrengasse,Umweltinstitut des Landes Vorarlberg,Herrengasse 10 (L190: 110m),9.822944,47.156483,580.0
08:0503,Ozon,1661268600,µg/m³,HMW,116.0,Sulzberg - Gmeind,Umweltinstitut des Landes Vorarlberg,Gmeind,9.9267,47.5292,1020.0
08:0706,Ozon,1661268600,µg/m³,HMW,116.0,Lustenau Wiesenrain,Umweltinstitut des Landes Vorarlberg,Wiesenrainstraße 26; 50m vom Zollamt Philipp Krapf-Str.,9.653713,47.410164,410.0
02:F202,Stickstoffdioxid,1661268600,µg/m³,HMW,1.0,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,14.52998,46.84283,810.0
08:0503,Stickstoffdioxid,1661268600,µg/m³,HMW,1.0,Sulzberg - Gmeind,Umweltinstitut des Landes Vorarlberg,Gmeind,9.9267,47.5292,1020.0
02:WO35,Stickstoffdioxid,1661268600,µg/m³,HMW,2.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
02:SP10,Stickstoffdioxid,1661268600,µg/m³,HMW,4.0,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",13.194533,46.935,686.0
02:F103,Stickstoffdioxid,1661268600,µg/m³,HMW,5.0,Klagenfurt A2 Nordumfahrung 2,Amt der Kärntner Landesregierung,Klagenfurt A2,14.26625,46.65285,455.0
02:KA71,Stickstoffdioxid,1661268600,µg/m³,HMW,6.0,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),14.299144444444444,46.62661666666667,445.0
08:0807,Stickstoffdioxid,1661268600,µg/m³,HMW,7.0,Dornbirn Stadtstraße,Umweltinstitut des Landes Vorarlberg,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",9.74344083333333,47.4100322222222,440.0
08:2801,Stickstoffdioxid,1661268600,µg/m³,HMW,7.0,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",10.034324,47.128863,940.0
02:KA61,Stickstoffdioxid,1661268600,µg/m³,HMW,9.0,Klagenfurt A2 Nordumfahrung ,Amt der Kärntner Landesregierung,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",14.26611111111111,46.6525,455.0
08:0710,Stickstoffdioxid,1661268600,µg/m³,HMW,9.0,Lustenau Zollamt,Umweltinstitut des Landes Vorarlberg,"Zollamt, Reichsstraße 28",9.650482222222225,47.43249083333333,410.0
02:SP18,Stickstoffdioxid,1661268600,µg/m³,HMW,10.0,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",13.49388888888888,46.8013888888888,560.0
02:VI12,Stickstoffdioxid,1661268600,µg/m³,HMW,11.0,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),13.841389,46.6125,490.0
02:WO15,Stickstoffdioxid,1661268600,µg/m³,HMW,15.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
04:S409,Stickstoffdioxid,1661268600,µg/m³,HMW,16.0,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",14.442777777777778,48.04944444444444,305.0
08:0709,Stickstoffdioxid,1661268600,µg/m³,HMW,21.0,Höchst Gemeindeamt,Umweltinstitut des Landes Vorarlberg,"Gemeindeamt, Hauptstraße 15",9.640553333333331,47.45968777777778,405.0
04:S406,Stickstoffdioxid,1661268600,µg/m³,HMW,23.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
08:1919,Stickstoffdioxid,1661268600,µg/m³,HMW,26.0,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),9.59745,47.23915,460.0
04:S173,Stickstoffdioxid,1661268600,µg/m³,HMW,31.0,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
02:F202,Stickstoffmonoxid,1661268600,µg/m³,HMW,0.0,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,14.52998,46.84283,810.0
08:0503,Stickstoffmonoxid,1661268600,µg/m³,HMW,-0.0,Sulzberg - Gmeind,Umweltinstitut des Landes Vorarlberg,Gmeind,9.9267,47.5292,1020.0
02:F103,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Klagenfurt A2 Nordumfahrung 2,Amt der Kärntner Landesregierung,Klagenfurt A2,14.26625,46.65285,455.0
02:KA71,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),14.299144444444444,46.62661666666667,445.0
02:SP10,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",13.194533,46.935,686.0
02:WO35,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
04:S409,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",14.442777777777778,48.04944444444444,305.0
08:0807,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Dornbirn Stadtstraße,Umweltinstitut des Landes Vorarlberg,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",9.74344083333333,47.4100322222222,440.0
08:2801,Stickstoffmonoxid,1661268600,µg/m³,HMW,1.0,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",10.034324,47.128863,940.0
02:SP18,Stickstoffmonoxid,1661268600,µg/m³,HMW,2.0,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",13.49388888888888,46.8013888888888,560.0
02:KA61,Stickstoffmonoxid,1661268600,µg/m³,HMW,3.0,Klagenfurt A2 Nordumfahrung ,Amt der Kärntner Landesregierung,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",14.26611111111111,46.6525,455.0
02:VI12,Stickstoffmonoxid,1661268600,µg/m³,HMW,3.0,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),13.841389,46.6125,490.0
04:S406,Stickstoffmonoxid,1661268600,µg/m³,HMW,4.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
08:0710,Stickstoffmonoxid,1661268600,µg/m³,HMW,4.0,Lustenau Zollamt,Umweltinstitut des Landes Vorarlberg,"Zollamt, Reichsstraße 28",9.650482222222225,47.43249083333333,410.0
02:WO15,Stickstoffmonoxid,1661268600,µg/m³,HMW,5.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
04:S173,Stickstoffmonoxid,1661268600,µg/m³,HMW,8.0,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
08:0709,Stickstoffmonoxid,1661268600,µg/m³,HMW,8.0,Höchst Gemeindeamt,Umweltinstitut des Landes Vorarlberg,"Gemeindeamt, Hauptstraße 15",9.640553333333331,47.45968777777778,405.0
08:1919,Stickstoffmonoxid,1661268600,µg/m³,HMW,8.0,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),9.59745,47.23915,460.0
04:S406,Kohlenmonoxid,1661268600,mg/m³,HMW,0.2,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
08:1919,Kohlenmonoxid,1661268600,mg/m³,HMW,0.3,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),9.59745,47.23915,460.0
04:S173,Kohlenmonoxid,1661268600,mg/m³,HMW,0.6,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
02:WO35,Feinstaub (PM10),1661268600,µg/m³,HMW,2.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
02:F202,Feinstaub (PM10),1661268600,µg/m³,HMW,4.0,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,14.52998,46.84283,810.0
02:KA71,Feinstaub (PM10),1661268600,µg/m³,HMW,5.0,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),14.299144444444444,46.62661666666667,445.0
02:M121,Feinstaub (PM10),1661268600,µg/m³,HMW,6.0,Arnoldstein Gailitz Waldsiedlungsstraße,Amt der Kärntner Landesregierung,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",13.70345,46.5584,574.0
02:WO15,Feinstaub (PM10),1661268600,µg/m³,HMW,6.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
02:SP18,Feinstaub (PM10),1661268600,µg/m³,HMW,7.0,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",13.49388888888888,46.8013888888888,560.0
02:M226,Feinstaub (PM10),1661268600,µg/m³,HMW,8.0,Ebenthal Zell,Amt der Kärntner Landesregierung,Niederdorferstraße 5,14.39826,46.61011,420.0
02:VI12,Feinstaub (PM10),1661268600,µg/m³,HMW,8.0,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),13.841389,46.6125,490.0
04:S409,Feinstaub (PM10),1661268600,µg/m³,HMW,10.0,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",14.442777777777778,48.04944444444444,305.0
02:SP10,Feinstaub (PM10),1661268600,µg/m³,HMW,11.0,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",13.194533,46.935,686.0
08:1919,Feinstaub (PM10),1661268600,µg/m³,HMW,15.0,Feldkirch Bärenkreuzung,Umweltinstitut des Landes Vorarlberg,Bärenkreuzung L53/L191/L190 (3m von L53),9.59745,47.23915,460.0
04:S406,Feinstaub (PM10),1661268600,µg/m³,HMW,16.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
04:S173,Feinstaub (PM10),1661268600,µg/m³,HMW,18.0,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
